0.2840,3.95,-0.16
0.2870,3.73,
0.2872,4.22,0.13
0.2880,3.96,-0.16
0.2900,3.47,-0.31
0.2910,3.83,
0.2920,4.08,-0.27
0.2940,4.35,
0.2941,4.25,0.54
0.2960,4.04,-0.25
0.2960,4.09,-0.30
0.2965,4.19,0.69
0.2990,4.61,
0.3000,4.41,
0.3000,4.08,-0.27
0.3018,3.90,0.36
0.3030,4.35,
0.3040,4.09,-0.21
0.3050,3.83,
0.3059,3.88,0.49
0.3080,3.67,
0.3080,3.94,-0.23
0.3105,3.57,0.39
0.3120,3.29,
0.3120,3.75,-0.25
0.3152,3.51,0.72
0.3160,4.04,
0.3160,3.74,-0.14
0.3180,3.60,-0.18
0.3199,3.09,0.56
0.3200,4.18,
0.3200,3.70,-0.03
0.3220,3.25,
0.3240,3.56,0.06
0.3245,2.93,0.51
0.3250,3.05,0.01
0.3270,3.58,
0.3280,3.39,0.10
0.3292,3.24,0.71
0.3310,3.29,
0.3320,3.41,0.01
0.3330,3.31,-0.18
0.3338,3.53,-0.12
0.3350,3.82,
0.3360,3.77,-0.13
0.3387,3.81,-0.43
0.3400,4.07,-0.30
0.3400,4.24,-0.20
0.3405,4.77,-0.27
0.3410,4.53,
0.3430,4.85,
0.3440,3.64,-0.15
0.3440,4.56,-0.22
0.3442,4.52,-0.43
0.3460,4.79,
0.3470,4.40,-0.06
0.3480,4.60,-0.25
0.3490,4.49,
0.3490,4.14,-0.46
0.3503,4.71,0.14
0.3520,4.45,-0.31
0.3530,4.79,
0.3530,4.33,-0.51
0.3536,4.37,0.83
0.3550,4.25,
0.3560,4.72,
0.3560,4.23,-0.49
0.3560,4.40,-0.30
0.3569,4.12,-0.49
0.3570,4.61,
0.3600,4.10,
0.3600,4.11,-0.49
0.3600,4.34,-0.25
0.3602,4.44,-0.28
0.3620,4.35,
0.3630,3.88,-0.30
0.3640,4.21,-0.18
0.3650,4.09,
0.3650,4.39,0.48
0.3660,4.46,
0.3660,4.07,-0.40
0.3668,4.39,0.20
0.3680,3.93,
0.3680,4.12,-0.14
0.3685,4.27,0.06
0.3716,4.34,0.41
0.3720,4.03,-0.26
0.3720,4.08,-0.12
0.3733,4.22,0.54
0.3750,4.14,
0.3760,4.05,-0.05
0.3771,4.25,0.19
0.3780,4.03,-0.19
0.3799,4.20,0.75
0.3800,4.02,-0.04
0.3820,3.99,
0.3832,3.96,0.83
0.3840,3.92,-0.03
0.3840,4.02,-0.03
0.3865,3.88,0.92
0.3880,3.97,-0.06
0.3890,3.85,
0.3890,3.48,-0.21
0.3898,3.78,0.84
0.3920,3.84,0.01
0.3931,3.74,0.85
0.3950,3.54,-0.01
0.3960,3.41,0.25
0.3964,3.56,0.97
0.3979,3.41,1.23
0.3980,3.66,
0.3987,3.29,1.30
0.4000,3.19,0.28
0.4009,3.04,1.29
0.4010,3.24,0.30
0.4017,2.81,1.06
0.4033,3.18,1.05
0.4040,3.15,0.24
0.4046,3.33,1.01
0.4050,2.89,
0.4060,3.14,0.33
0.4060,3.67,0.93
0.4075,3.64,0.73
0.4080,3.25,0.25
0.4090,3.63,0.56
0.4100,3.34,
0.4100,3.34,
0.4106,3.81,-0.61
0.4120,3.10,0.26
0.4120,3.35,0.26
0.4125,4.77,-0.56
0.4130,3.24,
0.4160,3.45,0.27
0.4162,4.74,-0.76
0.4179,4.82,-0.92
0.4180,3.03,0.25
0.4190,3.87,
0.4198,4.96,-0.59
0.4200,4.46,-0.45
0.4200,3.55,0.28
0.4230,3.47,
0.4230,3.62,-0.09
0.4240,4.13,-0.02
0.4250,3.73,-0.17
0.4260,4.88,
0.4271,4.70,-0.77
0.4280,4.65,-0.33
0.4280,4.79,-0.36
0.4300,4.56,
0.4310,4.67,-0.33
0.4312,4.45,-0.58
0.4320,5.18,
0.4320,4.86,-0.37
0.4344,4.76,-0.42
0.4360,5.21,
0.4360,4.57,-0.34
0.4360,4.90,-0.35
0.4380,4.68,-0.28
0.4400,5.05,
0.4400,4.89,-0.34
0.4410,4.27,-0.23
0.4417,4.69,-0.38
0.4440,4.83,
0.4440,4.71,-0.28
0.4450,4.43,-0.40
0.4453,4.63,-0.36
0.4470,4.80,
0.4480,4.56,-0.19
0.4500,4.25,-0.46
0.4520,5.01,
0.4520,4.58,-0.28
0.4526,4.27,-0.28
0.4540,4.11,-0.25
0.4545,3.91,0.31
0.4550,4.81,
0.4560,4.61,-0.37
0.4577,4.03,-0.45
0.4600,4.15,-0.23
0.4600,4.54,-0.27
0.4610,4.77,
0.4613,4.37,-0.08
0.4640,4.20,-0.23
0.4640,4.46,-0.20
0.4645,4.43,0.59
0.4650,4.20,0.75
0.4670,4.38,
0.4680,4.33,-0.20
0.4686,3.99,0.79
0.4690,4.61,-0.14
0.4710,4.67,
0.4710,4.92,
0.4720,4.22,-0.23
0.4723,3.76,0.86
0.4740,4.14,-0.18
0.4750,3.85,
0.4759,3.52,1.14
0.4760,4.20,-0.18
0.4780,4.02,0.11
0.4795,3.83,0.94
0.4800,4.41,
0.4800,4.11,0.04
0.4810,4.32,
0.4820,3.92,
0.4830,3.95,
0.4830,3.63,0.27
0.4840,3.84,0.27
0.4849,3.79,0.80
0.4850,3.86,
0.4850,4.12,
0.4870,3.77,
0.4880,3.28,0.31
0.4880,3.71,0.43
0.4900,3.45,
0.4914,3.97,0.45
0.4920,3.57,0.20
0.4920,3.63,0.57
0.4930,3.95,
0.4950,3.54,
0.4960,3.66,0.45
0.4970,3.64,0.11
0.4973,4.24,-0.01
0.4980,3.70,
0.5000,3.79,0.33
0.5010,3.89,
0.5020,3.75,0.25
0.5030,3.92,
0.5040,3.90,0.26
0.5050,4.11,
0.5058,4.58,0.24
0.5060,3.64,0.14
0.5080,3.93,
0.5080,3.95,0.22
0.5110,4.19,
0.5110,3.98,0.27
0.5120,4.02,0.27
0.5130,4.18,
0.5160,3.89,0.26
0.5160,4.18,0.29
0.5168,4.53,0.46
0.5170,4.18,
0.5200,4.15,0.23
0.5210,3.75,0.34
0.5230,3.98,
0.5240,4.06,0.09
0.5250,3.70,0.18
0.5260,3.86,
0.5280,4.04,-0.06
0.5295,4.53,0.61
0.5300,3.86,
0.5310,3.92,-0.08
0.5320,4.20,-0.20
0.5350,4.19,
0.5360,3.77,-0.07
0.5360,4.27,-0.22
0.5400,4.45,
0.5400,4.28,-0.18
0.5410,4.33,-0.36
0.5422,4.28,0.02
0.5440,4.40,-0.20
0.5450,4.70,
0.5450,4.18,-0.33
0.5480,4.39,-0.14
0.5490,4.68,
0.5500,4.29,-0.35
0.5520,4.28,-0.04
0.5540,4.82,
0.5540,4.06,-0.24
0.5549,4.25,0.17
0.5560,4.26,-0.05
0.5580,4.47,
0.5580,3.99,-0.25
0.5600,4.15,-0.11
0.5620,3.83,-0.12
0.5640,4.06,-0.08
0.5650,4.31,
0.5670,3.60,-0.09
0.5676,3.71,0.62
0.5680,3.92,-0.07
0.5707,3.73,0.53
0.5710,3.92,
0.5710,3.58,0.10
0.5720,3.75,-0.07
0.5735,3.84,0.53
0.5740,3.69,
0.5750,3.59,0.12
0.5760,3.50,0.06
0.5770,3.11,-0.01
0.5780,3.32,-0.18
0.5790,4.06,0.48
0.5800,3.80,-0.16
0.5800,3.58,0.07
0.5805,3.73,0.77
0.5821,3.66,0.94
0.5830,4.13,-0.25
0.5840,3.86,-0.02
0.5846,3.69,0.81
0.5850,4.50,
0.5870,3.98,-0.01
0.5880,4.06,-0.12
0.5883,3.60,0.84
0.5898,3.86,0.94
0.5915,3.68,0.97
0.5920,3.67,0.02
0.5920,4.04,-0.14
0.5930,3.59,1.04
0.5954,3.48,1.02
0.5960,3.69,
0.5960,3.80,
0.5960,3.80,
0.5960,3.90,
0.5960,3.60,-0.02
0.5960,3.90,-0.21
0.5967,3.52,1.14
0.6000,3.83,-0.18
0.6009,3.23,0.90
0.6010,4.45,
0.6010,3.85,-0.07
0.6040,3.98,-0.03
0.6050,3.49,0.09
0.6060,4.23,
0.6080,3.97,0.04
0.6092,3.66,0.85
0.6100,3.73,-0.09
0.6120,3.31,0.95
0.6120,4.35,
0.6120,3.69,0.04
0.6140,3.62,0.07
0.6154,3.45,1.13
0.6160,3.39,-0.06
0.6166,3.63,0.83
0.6170,2.85,
0.6190,3.25,-0.03
0.6192,3.99,0.19
0.6200,3.70,
0.6200,3.73,-0.23
0.6211,4.08,0.08
0.6230,3.95,
0.6230,4.42,-0.29
0.6240,4.41,-0.34
0.6250,4.04,
0.6270,4.83,-0.36
0.6280,5.01,-0.12
0.6280,4.36,
0.6280,4.79,-0.32
0.6300,4.78,
0.6310,4.28,-0.29
0.6320,5.06,
0.6320,5.08,-0.26
0.6350,4.78,-0.29
0.6360,4.98,0.80
0.6360,4.99,-0.25
0.6380,4.56,-0.57
0.6399,4.67,-0.04
0.6400,4.83,-0.22
0.6413,4.76,0.07
0.6420,4.36,-0.45
0.6440,4.78,-0.26
0.6443,4.65,-0.39
0.6460,4.16,-0.52
0.6480,4.52,
0.6480,4.79,-0.37
0.6490,4.26,-0.56
0.6520,4.72,-0.39
0.6530,4.29,-0.49
0.6560,4.59,-0.44
0.6570,4.25,-0.44
0.6572,4.60,0.13
0.6598,4.55,-0.09
0.6600,4.25,-0.64
0.6600,4.52,-0.56
0.6625,4.59,-0.17
0.6640,4.12,-0.39
0.6640,4.52,-0.64
0.6664,4.51,0.13
0.6678,4.44,-0.08
0.6680,4.03,-0.26
0.6680,4.45,-0.61
0.6708,4.25,0.28
0.6710,3.92,-0.19
0.6720,4.36,-0.52
0.6731,3.93,0.43
0.6740,4.91,
0.6750,4.07,-0.26
0.6757,3.84,0.68
0.6760,4.28,-0.40
0.6770,4.65,
0.6784,3.78,0.69
0.6800,4.48,
0.6800,4.18,-0.30
0.6810,3.72,1.05
0.6830,4.26,
0.6837,3.56,0.98
0.6840,3.98,-0.22
0.6850,3.36,-0.06
0.6860,4.13,
0.6864,3.47,1.19
0.6880,3.77,-0.08
0.6890,3.42,0.92
0.6900,3.48,
0.6920,3.62,
0.6920,3.68,0.04
0.6940,3.43,
0.6940,3.36,0.06
0.6960,3.50,
0.6960,3.75,0.00
0.6978,3.59,0.80
0.7000,3.93,-0.10
0.7010,3.64,1.17
0.7010,3.49,
0.7040,3.85,
0.7040,4.18,-0.18
0.7050,3.55,0.07
0.7078,3.93,-0.21
0.7080,4.30,-0.19
0.7120,4.34,-0.15
0.7130,4.38,-0.41
0.7130,4.19,
0.7150,4.84,
0.7150,3.86,-0.05
0.7160,4.35,-0.20
0.7165,4.53,-0.55
0.7200,4.57,-0.25
0.7200,4.37,-0.28
0.7230,4.33,
0.7235,4.44,-0.17
0.7240,4.30,-0.22
0.7250,3.83,-0.22
0.7269,4.42,-0.26
0.7280,4.20,-0.13
0.7300,3.95,
0.7304,4.05,0.27
0.7320,4.22,-0.19
0.7339,3.78,0.98
0.7340,3.99,-0.31
0.7360,3.90,
0.7360,4.23,-0.26
0.7390,4.02,0.82
0.7400,4.20,-0.33
0.7409,4.03,0.38
0.7430,4.25,
0.7440,4.15,-0.41
0.7448,4.09,-0.42
0.7450,4.28,-0.43
0.7478,4.41,-0.57
0.7480,4.13,-0.43
0.7513,4.55,-0.50
0.7520,4.19,-0.42
0.7548,4.53,-0.37
0.7550,4.66,
0.7550,4.38,-0.42
0.7560,4.28,-0.44
0.7570,4.30,-0.10
0.7580,4.75,
0.7583,4.48,-0.11
0.7600,4.47,
0.7600,4.28,-0.46
0.7610,3.93,-0.06
0.7618,4.37,-0.24
0.7630,3.99,-0.27
0.7640,4.17,-0.41
0.7653,4.32,-0.29
0.7660,4.11,-0.17
0.7671,4.20,-0.01
0.7680,4.12,-0.45
0.7680,4.05,-0.32
0.7690,4.14,
0.7720,3.88,-0.21
0.7741,3.96,0.26
0.7750,4.02,
0.7760,3.71,-0.07
0.7778,3.58,0.70
0.7800,3.71,
0.7800,3.59,-0.02
0.7840,3.27,
0.7840,3.60,-0.16
0.7848,3.75,0.08
0.7880,4.28,-0.43
0.7880,4.14,
0.7880,3.82,-0.34
0.7900,3.93,
0.7910,4.72,-0.42
0.7920,4.16,-0.50
0.7930,4.66,
0.7960,4.44,
0.7960,4.41,-0.55
0.7966,4.47,-0.54
0.7977,4.32,-0.56
0.7994,4.52,-0.25
0.8000,4.30,
0.8000,4.39,-0.51
0.8035,4.16,0.25
0.8040,4.31,-0.36
0.8050,4.19,0.34
0.8060,4.44,
0.8070,4.50,
0.8080,4.17,-0.27
0.8082,3.74,0.67
0.8110,3.67,0.55
0.8120,3.83,
0.8120,4.08,-0.25
0.8160,4.00,
0.8160,4.07,-0.27
0.8182,3.74,0.41
0.8200,4.05,-0.26
0.8220,3.58,
0.8240,3.92,
0.8240,3.90,-0.20
0.8253,3.81,0.43
0.8280,3.85,-0.20
0.8320,4.12,
0.8320,3.78,-0.26
0.8347,3.83,0.77
0.8360,3.81,
0.8360,3.78,-0.33
0.8400,3.67,
0.8400,3.73,-0.34
0.8430,3.56,0.69
0.8430,3.25,
0.8440,3.63,-0.30
0.8478,3.54,0.55
0.8480,3.59,-0.26
0.8510,3.87,
0.8520,3.61,-0.26
0.8527,3.33,0.68
0.8560,3.72,-0.39
0.8598,3.67,-0.34
0.8600,2.86,
0.8600,3.72,-0.42
0.8623,4.17,-0.29
0.8640,3.71,-0.36
0.8650,4.35,
0.8678,3.85,0.31
0.8680,4.20,-0.51
0.8720,4.64,-0.75
0.8720,4.56,-0.66
0.8730,4.60,
0.8760,4.59,-0.67
0.8781,4.40,-0.37
0.8800,4.53,-0.61
0.8812,3.81,-0.79
0.8840,4.74,
0.8840,4.42,-0.52
0.8843,4.34,-0.71
0.8870,4.28,
0.8880,4.38,-0.41
0.8900,4.31,
0.8900,4.52,
0.8904,3.93,-0.31
0.8920,4.40,-0.49
0.8930,4.28,
0.8960,4.13,
0.8960,4.30,-0.49
0.8966,4.10,0.51
0.8970,3.82,
0.9000,4.21,-0.45
0.9020,4.19,
0.9031,4.04,0.27
0.9040,3.90,
0.9040,4.14,-0.55
0.9058,4.11,0.46
0.9080,3.95,
0.9080,4.15,-0.70
0.9089,3.90,0.33
0.9090,3.77,
0.9110,3.79,
0.9110,4.19,
0.9119,4.09,-0.16
0.9120,4.23,-0.81
0.9134,4.06,-1.12
0.9150,4.48,-0.57
0.9160,4.57,
0.9160,4.28,-0.79
0.9186,3.37,0.03
0.9200,4.25,-0.76
0.9237,4.28,-0.08
0.9240,3.92,
0.9240,4.08,-0.60
0.9276,3.99,-0.12
0.9280,3.93,-0.52
0.9290,4.07,
0.9312,3.82,0.38
0.9320,3.83,-0.50
0.9336,3.81,0.77
0.9360,3.55,
0.9360,3.80,
0.9360,3.78,-0.40
0.9390,3.74,
0.9400,3.63,-0.17
0.9404,3.42,0.45
0.9440,3.51,0.49
0.9440,3.43,
0.9440,3.58,
0.9440,3.53,0.02
0.9464,3.38,0.57
0.9480,3.48,-0.12
0.9500,3.17,
0.9517,3.28,0.46
0.9520,3.45,-0.32
0.9530,2.95,
0.9549,3.29,0.69
0.9560,3.18,
0.9560,3.80,-0.50
0.9580,3.46,0.37
0.9600,4.06,-0.52
0.9600,4.48,-0.03
0.9620,4.23,
0.9640,4.22,-0.37
0.9641,4.42,0.20
0.9661,3.85,0.87
0.9670,4.10,
0.9680,4.13,-0.19
0.9705,4.09,0.48
0.9710,3.88,
0.9720,3.89,-0.16
0.9738,3.84,0.58
0.9760,3.45,
0.9760,3.85,-0.23
0.9776,3.81,0.79
0.9800,3.98,
0.9800,4.00,-0.29
0.9809,3.79,0.67
0.9840,3.95,
0.9840,4.02,-0.19
0.9852,3.97,0.18
0.9880,3.64,
0.9880,3.92,-0.06
0.9890,4.05,0.57
0.9890,4.25,
0.9920,3.67,
0.9920,3.90,-0.07
0.9926,3.87,0.91
0.9960,3.47,
0.9960,3.94,-0.13
0.9973,3.61,0.91
1.0000,4.01,-0.18
1.0014,3.77,0.82
1.0033,3.56,0.93
1.0040,4.13,-0.19
1.0050,4.41,
1.0073,4.12,0.40
1.0080,4.19,-0.13
1.0097,4.22,0.44
1.0100,3.90,
1.0120,4.06,-0.07
1.0130,3.98,
1.0140,3.90,0.93
1.0160,3.89,0.00
1.0165,3.72,0.61
1.0180,3.60,
1.0191,3.77,0.99
1.0200,3.75,0.05
1.0216,3.59,0.61
1.0220,3.89,
1.0240,3.72,0.02
1.0241,3.38,0.99
1.0249,3.68,1.13
1.0260,3.30,
1.0276,3.54,0.94
1.0280,3.83,-0.08
1.0299,3.77,0.95
1.0310,3.77,
1.0320,3.55,
1.0320,3.99,-0.16
1.0336,4.26,0.83
1.0343,4.28,0.95
1.0350,4.14,
1.0356,4.46,1.00
1.0360,4.21,-0.23
1.0373,4.39,0.85
1.0380,4.08,
1.0400,4.38,-0.28
1.0409,4.51,0.78
1.0440,4.36,-0.36
1.0480,4.36,
1.0480,4.20,-0.54
1.0481,3.85,-0.28
1.0517,3.94,-0.02
1.0520,3.81,
1.0520,4.14,-0.51
1.0540,3.84,
1.0560,3.71,
1.0560,4.02,-0.37
1.0569,3.88,0.76
1.0600,3.18,
1.0600,3.83,-0.21
1.0609,3.14,1.00
1.0628,3.14,1.06
1.0640,3.25,
1.0640,3.56,-0.07
1.0659,2.93,0.94
1.0680,2.98,
1.0680,3.34,0.02
1.0694,2.99,0.85
1.0720,3.38,0.08
1.0730,3.20,0.89
1.0740,3.31,
1.0760,3.59,0.08
1.0778,3.32,0.91
1.0780,3.81,
1.0800,3.53,
1.0800,3.75,0.00
1.0840,3.87,-0.06
1.0870,3.53,
1.0873,3.69,0.77
1.0880,3.88,-0.19
1.0920,4.01,-0.30
1.0921,3.84,1.03
1.0930,3.79,
1.0947,3.75,0.50
1.0960,4.16,-0.32
1.0991,3.59,0.93
1.1000,4.03,-0.20
1.1017,3.75,0.62
1.1030,3.91,
1.1040,3.95,-0.08
1.1060,3.77,
1.1071,3.53,0.89
1.1080,3.93,-0.02
1.1106,3.43,0.95
1.1110,3.72,
1.1120,3.98,-0.15
1.1160,3.83,0.80
1.1160,4.04,-0.27
1.1170,3.92,
1.1200,4.17,-0.37
1.1237,4.17,0.24
1.1240,4.24,-0.37
1.1275,4.63,-0.60
1.1280,4.21,-0.33
1.1293,4.15,0.09
1.1320,4.67,
1.1320,4.19,-0.31
1.1331,3.98,0.54
1.1360,4.18,-0.35
1.1375,3.83,0.27
1.1400,4.09,-0.37
1.1433,3.78,0.46
1.1440,3.98,-0.33
1.1450,3.72,
1.1472,3.67,0.92
1.1480,3.83,
1.1480,3.89,-0.15
1.1500,3.98,
1.1505,3.40,0.94
1.1520,3.84,-0.07
1.1550,3.82,
1.1560,3.76,-0.11
1.1590,3.70,
1.1600,3.75,-0.09
1.1602,3.37,1.07
1.1630,3.39,
1.1640,3.74,0.01
1.1658,3.39,0.97
1.1660,3.85,
1.1680,3.66,0.07
1.1697,3.41,1.06
1.1700,3.61,
1.1720,3.59,0.10
1.1730,3.49,0.94
1.1740,3.33,
1.1758,3.72,1.01
1.1760,3.66,0.11
1.1780,3.36,
1.1791,3.31,0.91
1.1800,3.82,0.10
1.1812,3.36,0.92
1.1820,3.60,
1.1840,3.88,0.12
1.1855,3.43,0.74
1.1860,3.09,
1.1880,3.87,0.03
1.1888,4.09,0.89
1.1890,3.26,
1.1899,3.54,0.74
1.1920,3.94,-0.18
1.1927,4.14,0.55
1.1930,3.45,
1.1960,4.16,0.47
1.1960,4.08,-0.27
1.1965,4.19,0.47
1.1970,3.94,
1.2000,4.20,-0.29
1.2004,4.43,0.13
1.2030,4.09,
1.2040,4.35,-0.31
1.2042,4.43,0.48
1.2060,4.31,0.17
1.2060,4.15,
1.2080,4.41,-0.35
1.2081,4.21,0.26
1.2110,4.69,
1.2119,4.22,-0.21
1.2120,4.33,-0.34
1.2130,4.57,
1.2137,4.50,0.48
1.2160,4.11,-0.27
1.2170,3.71,
1.2176,4.15,0.27
1.2180,3.70,
1.2196,4.06,0.37
1.2200,3.83,-0.07
1.2220,4.14,
1.2240,3.78,0.56
1.2240,3.60,0.15
1.2260,3.52,
1.2276,3.60,0.83
1.2280,3.46,0.16
1.2300,3.11,
1.2317,3.18,0.92
1.2320,3.35,0.12
1.2340,3.12,
1.2358,3.11,0.88
1.2360,3.35,0.12
1.2399,3.20,0.64
